,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd,amount_usd
user_1511,0.0,6.14,50.93,0.0,349.66,193.27,15.31,0.0,0.0,23.21,270.31,77.97,0.0,356.4600000000001,156.17000000000002
user_15111,0.0,16.939999999999998,0.0,85.1,241.73000000000008,168.01000000000005,0.0,7.66,10.21,42.13,33.27,71.79,0.0,199.38,145.38
user_15112,0.0,0.0,4.62,405.07,446.54999999999995,199.41,0.0,0.0,0.0,130.01999999999998,15.12,115.69999999999999,11.71,113.51,39.84
user_15113,0.0,139.19,0.0,226.07,473.71000000000015,0.0,133.21,145.63,284.28999999999996,762.01,0.0,925.3399999999997,0.0,41.18,229.87
user_15114,0.0,37.370000000000005,12.0,849.7800000000001,1634.1100000000001,203.26,82.34,252.59,232.80999999999997,361.57,22.43,766.0899999999996,0.0,188.51000000000002,660.07
user_15115,0.0,0.0,0.0,71.06,74.75,0.0,3.4,28.22,10.44,237.86,0.0,172.77,0.0,25.439999999999998,0.0
user_15117,0.0,0.0,0.0,230.72000000000003,123.02000000000001,37.34,25.6,0.0,2.0,252.29999999999998,0.0,181.83,0.0,0.0,65.22
user_15118,0.0,267.86,0.0,3223.3199999999997,692.9499999999999,66.07000000000001,0.0,0.0,0.0,55.550000000000004,0.0,735.06,0.0,16.45,354.16
user_15119,0.0,0.0,0.0,20.0,141.5,15.49,9.0,0.0,0.0,147.79,0.0,55.870000000000005,0.0,10.3,74.7
user_1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19,0.0,14.64,0.0
user_15120,0.0,48.86,0.0,2803.7499999999995,1572.6299999999997,40.89,159.48,0.0,125.87,878.7,0.0,706.4499999999999,0.0,63.56,604.6800000000001
user_15121,0.0,16.1,0.0,14.38,6.64,0.0,0.0,0.0,46.6,14.06,0.0,182.86999999999998,0.0,11.9,8.52
user_15122,0.0,28.3,25.05,115.17999999999999,730.13,83.17999999999999,52.44,54.91,52.72999999999999,470.96999999999997,0.0,51.77,150.62,42.940000000000005,51.5
user_15123,0.0,0.0,0.0,0.0,54.32,22.85,10.26,0.0,0.0,216.71,0.0,54.419999999999995,0.0,70.43,0.0
user_15127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83,23.46,0.0,0.0
user_15128,0.0,0.0,0.0,66.38,23.990000000000002,0.0,13.73,0.0,47.310000000000024,71.51,34.76,177.19999999999996,0.0,0.0,0.0
user_15129,0.0,0.0,0.0,17.99,55.35,51.18000000000001,2.25,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
user_15130,0.0,0.0,0.0,0.0,38.86000000000001,8.0,0.0,0.0,0.0,0.0,0.0,12.639999999999999,0.0,2.0,0.0
user_15131,0.0,3.23,0.0,3243.46,376.62000000000006,157.32999999999998,0.0,0.0,10.49,27.300000000000004,0.0,229.92,13.85,241.64000000000001,1795.9999999999993
user_15133,0.0,0.0,0.0,269.14,254.17000000000004,85.78,3.12,0.0,35.230000000000004,0.0,0.0,520.3,0.0,121.42,10.5
user_15134,0.0,0.0,0.0,0.0,36.59,13.11,69.39,137.94,0.0,182.78,1.59,883.22,0.0,120.51000000000002,0.0
user_15135,0.0,0.0,0.0,345.25,278.2900000000001,0.0,0.0,0.0,0.0,23.04,0.0,148.04000000000002,0.0,221.06,114.46
user_15137,0.0,10.18,7.15,358.34,522.71,23.83,104.2,6.34,8.74,66.1,20.43,601.0100000000004,0.0,119.07999999999998,1396.8
user_15138,0.0,0.0,0.0,144.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15139,0.0,0.0,0.0,0.0,13.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47
user_1514,0.0,0.0,0.0,302.94,74.06,396.69000000000005,0.0,0.0,0.0,27.53,0.0,110.38,0.0,94.44,197.47
user_15140,0.0,10.5,0.0,34.42,98.99000000000001,5.95,24.99,6.75,31.96,207.7,2.98,377.1699999999999,0.0,32.66,184.75
user_15141,0.0,82.77,108.08000000000001,0.0,868.02,1.69,0.0,0.0,63.54,175.07000000000002,0.0,288.09000000000003,0.0,89.95,376.07000000000005
user_15142,0.0,110.19,0.0,0.0,62.43,0.0,13.52,0.0,0.0,0.0,0.0,60.68,0.0,4.75,0.0
user_15143,0.0,104.97,0.0,0.0,274.54,0.0,0.0,0.0,0.0,193.97,108.47999999999999,25.12,0.0,229.05,859.79
user_15144,0.0,0.0,0.0,1243.0299999999995,69.86,9.2,0.0,3.66,31.4,10.639999999999999,0.0,165.93999999999994,0.0,115.56,0.0
user_15145,0.0,0.0,0.0,1215.25,28.769999999999996,142.68,0.0,0.0,8.74,0.0,0.0,9.47,0.0,50.21,123.31
user_15146,0.0,74.88,0.0,0.0,93.64,202.68,4.95,0.0,20.66,100.25,0.0,60.03,0.0,18.14,23.85
user_15148,0.0,25.67,0.0,0.0,63.88,36.15,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05
user_15149,0.0,63.2,0.0,61.87,269.76,0.0,21.46,0.0,358.87,41.02,64.95,466.67,3.06,435.23,771.6899999999999
user_1515,15.5,31.9,12.98,6.99,466.50000000000006,9.85,411.75,93.28999999999999,56.55,533.6,22.0,1720.4600000000005,0.0,1237.3599999999974,0.0
user_15151,0.0,0.0,0.0,0.0,46.0,0.0,4.35,21.57,0.0,45.28,0.0,176.51000000000002,0.0,0.0,0.0
user_15153,0.0,0.0,0.0,45.67,0.0,12.14,0.0,0.0,0.0,33.629999999999995,0.0,638.3499999999999,0.0,1.05,0.0
user_15154,0.0,4.34,0.0,0.0,436.65999999999997,27.82,23.37,0.0,20.72,8.94,0.0,239.82,0.0,36.589999999999996,98.89999999999998
user_15155,0.0,1.95,54.68,0.0,37.279999999999994,35.99,0.0,14.0,0.0,25.8,0.0,181.24,0.0,16.0,0.0
user_15156,0.0,0.0,0.0,56.02000000000001,116.88,112.39,1.95,0.0,1.93,18.64,0.0,291.84999999999997,3.84,15.01,0.0
user_15157,0.0,0.0,0.0,17.02,7.23,0.0,0.0,3.77,0.0,23.52,0.0,26.810000000000002,0.0,71.82,0.0
user_15158,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15159,0.0,221.31,0.0,50.629999999999995,167.52,25.299999999999997,10.81,7.06,5.0,728.6200000000001,0.0,895.9600000000004,17.36,88.55,43.05
user_1516,10.46,18.58,0.0,272.8,204.96000000000004,21.04,89.39,32.18,453.94,21.08,0.0,419.25,0.0,0.0,429.56
user_15161,0.0,69.66000000000001,0.0,437.74,113.78999999999999,80.43,78.12,3.83,27.0,143.28,0.0,52.26,0.0,12.42,512.4300000000001
user_15162,11.49,45.72,0.0,149.01000000000002,83.22,51.1,7.61,0.0,5.0,98.13,10.21,153.20999999999995,0.0,95.0,210.32000000000002
user_15163,0.0,0.0,0.0,34.76,0.0,0.0,0.0,0.0,80.67,17.83,0.0,17.259999999999998,0.0,21.2,0.0
user_15164,0.0,0.0,0.0,244.85,80.64,47.67,0.0,0.0,0.0,16.68,0.0,39.17,0.0,21.28,387.97
user_15165,11.58,286.06,22.07,2884.94,2359.9500000000007,1371.1000000000001,408.0400000000001,2127.27,597.37,1782.17,58.0,1062.1600000000003,93.49,1907.0400000000002,2206.28
user_15167,14.44,227.76,0.0,2457.8900000000003,1455.6299999999999,223.76000000000002,213.00999999999996,40.989999999999995,2837.1099999999997,1774.0799999999997,40.95,851.0699999999999,27.0,2112.59,5151.420000000001
user_15168,0.0,0.0,0.0,4.53,1.98,0.0,0.0,0.0,2.0,0.0,0.0,24.35,0.0,0.0,0.0
user_15169,19.88,150.08,11.95,0.0,55.699999999999996,0.0,45.67,0.0,0.0,1420.4900000000002,0.0,555.74,0.0,36.980000000000004,0.0
user_1517,0.0,36.92,0.0,276.91,168.70000000000002,8.27,0.0,15.290000000000001,20.0,316.37000000000006,0.0,1798.3399999999997,1.87,6.48,172.75
user_15170,0.0,7.14,0.0,174.57999999999998,542.7300000000001,105.75999999999999,3.97,19.68,0.0,196.04,0.0,575.2700000000001,0.0,294.51,102.52
user_15171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.59,0.0
user_15172,0.0,0.0,0.0,3.58,532.3399999999999,0.0,10.09,13.62,0.0,0.0,0.0,168.17,0.0,0.0,0.0
user_15173,0.0,0.0,0.0,17.02,0.0,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15174,0.0,0.0,14.0,298.87,261.37,7.44,0.94,0.0,16.84,0.0,0.0,24.64,0.0,0.0,0.0
user_15175,0.0,0.0,0.0,336.35,0.0,28.17,0.0,0.0,20.959999999999997,81.4,0.0,13.100000000000001,0.0,0.0,5992.07
user_15176,0.0,0.0,0.0,127.3,75.38000000000001,0.0,3.06,0.0,8.51,0.0,0.0,291.03,13.62,87.38,0.0
user_15177,0.0,0.0,0.0,17.02,21.84,0.0,0.0,0.0,0.0,100.99000000000001,0.0,0.0,0.0,0.0,30.05
user_15181,0.0,35.13,0.0,0.0,114.93,0.0,1.5,72.33,320.0,297.0,0.0,132.09,0.0,173.64000000000001,214.36
user_15185,0.0,19.44,0.0,919.7199999999999,1308.72,140.77,129.29,100.18,8.51,762.9899999999999,0.0,441.22,33.19,0.0,0.0
user_15186,0.0,53.56,2.46,607.9,783.38,37.15,79.06,0.0,0.0,244.65,0.0,94.64,0.0,61.39,6.39
user_15187,0.0,216.31999999999996,0.0,147.48000000000002,111.16999999999999,16.17,0.0,0.0,63.83,1065.17,0.0,1914.5299999999997,94.69,353.39,1724.4300000000003
user_15189,0.0,85.53,0.0,2300.95,708.4200000000001,204.45000000000002,0.0,228.83,0.0,841.45,0.0,1087.3700000000001,12.48,111.7,260.65
user_1519,0.0,8.17,0.0,852.9400000000002,94.03999999999999,23.57,0.0,64.92,106.97999999999999,197.61999999999998,0.0,309.52,0.0,77.93000000000004,52.99
user_15190,0.0,15.160000000000002,0.0,238.14000000000001,244.16000000000003,25.5,3.44,0.0,43.839999999999996,25.52,0.0,33.54,0.0,61.39,238.63000000000002
user_15191,0.0,0.0,0.0,30.39,434.88,0.0,0.0,0.0,0.0,143.13,0.0,0.0,0.0,12.92,0.0
user_15192,0.0,0.0,0.0,60.35,1584.3999999999996,439.96000000000004,8.8,0.0,35.269999999999996,569.4200000000001,423.96999999999997,106.00999999999999,0.0,0.0,75.44
user_15193,0.0,216.3,0.0,117.74000000000001,1376.28,130.73,90.64000000000001,0.0,224.82,275.91999999999996,0.0,279.00000000000006,1.7,109.16,139.23000000000002
user_15196,0.0,0.0,0.0,183.74,96.47,121.26999999999998,25.22,10.0,0.0,173.96000000000004,0.0,1282.3,0.0,16.16,14.0
user_15197,0.0,0.0,0.0,10.0,62.099999999999994,209.36,0.0,0.0,0.0,0.0,13.0,34.41,0.0,19.8,218.20999999999998
user_15198,0.0,21.53,0.0,91.01,26.48,0.0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,162.48000000000002,0.0
user_15199,0.0,87.15,0.0,1011.9699999999999,577.14,563.2900000000001,10.819999999999999,0.0,3.89,191.07000000000002,0.0,244.74999999999991,0.0,18.83,78.2
user_152,0.0,0.0,0.0,638.31,671.0899999999999,0.0,0.0,203.4,68.62,849.96,0.0,313.17,0.0,406.81,149.79
user_1520,0.0,15.129999999999999,0.0,781.27,367.0999999999999,29.799999999999997,30.3,0.0,28.22,21.869999999999997,0.0,255.48999999999998,0.0,107.92,720.2800000000001
user_15200,0.0,0.0,0.0,102.11999999999999,77.07000000000001,0.0,14.23,0.0,29.779999999999998,0.0,0.0,44.239999999999995,0.0,40.370000000000005,0.0
user_15201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24
user_15202,0.0,0.0,0.0,6742.98,2718.1600000000003,17.86,15.8,607.1700000000001,142.97,304.90000000000003,0.0,3685.4999999999986,0.0,98.95,273.07
user_15203,0.0,0.0,0.0,1750.0,295.08000000000004,54.9,2.08,0.0,0.0,75.62,0.0,999.9900000000004,25.46,22.1,0.0
user_15204,0.0,440.85,0.0,400.54,218.65,192.32999999999998,0.0,0.0,0.0,25.75,0.0,296.19,0.0,155.23,251.91
user_15205,0.0,0.0,0.0,0.0,116.24000000000001,12.89,0.0,9.64,0.0,26.32,0.0,104.58000000000001,0.0,0.0,0.0
user_15206,0.0,0.0,0.0,0.0,22.57,63.84,10.83,0.0,33.4,747.1200000000001,182.62,307.88,0.0,0.0,50.050000000000004
user_15207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
user_15208,0.0,0.0,0.0,179.24,77.37,0.0,21.28,22.78,6.71,357.91,0.0,214.23999999999998,0.0,0.0,0.0
user_1521,12.7,0.0,0.0,836.28,730.55,266.84,0.0,78.13,174.29999999999998,157.79,0.0,691.4799999999998,0.0,17.0,1405.63
user_15210,0.0,204.20999999999998,0.0,25.5,0.0,274.46,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0
user_15211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,0.0,0.0,0.0,0.0,0.0
user_15212,0.0,39.19,0.0,88.4,443.34999999999997,116.91,250.92000000000002,25.490000000000002,895.28,1099.11,0.0,578.1999999999999,0.0,305.42,194.14
user_15213,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,13.28,0.0,0.0,7.65,0.0,7.55,0.0
user_15215,0.0,7.91,0.0,0.0,237.24,69.0,0.0,0.0,40.85,146.06,0.0,38.75,0.0,0.0,112.2
user_15217,0.0,11.94,0.0,111.0,84.64999999999999,0.0,1.05,0.0,15.26,57.309999999999995,0.0,11.920000000000002,0.0,60.95,0.0
user_15219,17.7,99.75,0.0,582.9200000000001,1902.2799999999997,339.53999999999996,366.04999999999995,137.95000000000002,149.92999999999998,366.39000000000004,296.03,3167.9999999999995,25.04,501.37,434.34000000000003
user_1522,0.0,7.99,0.0,0.0,338.2000000000001,34.19,33.92,0.0,23.92,26.0,0.0,269.06,0.0,173.85,214.06
user_15220,0.0,107.67999999999999,0.0,113.5,1078.0400000000004,56.84,0.0,115.21,85.58999999999999,152.09,0.0,726.7499999999999,0.0,2.47,0.0
user_15221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,0.0,0.0,0.0
user_15222,0.0,24.8,0.0,0.0,116.77999999999999,82.66,0.0,0.0,15.0,0.0,0.0,26.1,0.0,0.0,0.0
user_15223,15.91,16.64,0.0,0.0,8.95,0.0,0.0,0.0,0.0,91.72,0.0,60.44,0.0,10.66,82.91
user_15224,0.0,11.600000000000001,0.0,138.1,19.95,0.0,17.61,70.1,31.059999999999995,25.37,0.0,99.59,0.0,69.09,0.0
user_15226,0.0,0.0,0.0,0.0,0.0,493.58000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15229,0.0,0.0,0.0,165.29,0.0,0.0,0.0,0.0,8.27,0.0,0.0,103.09,0.0,0.0,0.0
user_15230,0.0,0.0,0.0,123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.51,0.0,0.0,0.0
user_15231,0.0,71.94999999999999,0.0,323.77,126.30999999999999,26.04,0.0,0.0,112.47,25.84,0.0,168.87,0.0,7.14,650.36
user_15232,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
user_15233,0.0,0.0,0.0,115.75999999999999,8.0,46.3,0.0,0.0,16.7,146.83,0.0,73.27000000000001,0.0,0.0,611.39
user_15235,0.0,0.0,0.0,407.89000000000004,275.6,17.32,24.57,4.83,203.85000000000002,163.89999999999998,0.0,149.41,4.99,113.58,126.54
user_15236,0.0,1073.46,0.0,162.53,92.83,51.91,7.59,0.0,37.87,9.629999999999999,0.0,39.92,0.0,33.28,37.17
user_15237,0.0,0.0,0.0,13.620000000000001,35.18,0.0,0.0,7.94,0.0,32.73,0.0,293.96999999999997,0.0,4.97,13.19
user_1524,0.0,0.0,0.0,0.0,0.0,119.14999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15240,0.0,33.660000000000004,0.0,2581.3399999999997,404.62999999999994,73.16,31.96,14.67,100.15,178.24,0.0,659.66,13.3,514.12,132.20999999999998
user_15241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
user_15242,0.0,20.59,7.09,116.37,279.13000000000005,152.71,6.13,51.50999999999999,176.6099999999999,53.81,0.0,338.21,31.34,9.959999999999999,0.0
user_15243,0.0,0.0,0.0,760.4499999999999,144.68,51.0,0.0,0.0,4.0,307.31000000000006,0.0,266.44,0.0,414.34,15.9
user_15244,0.0,14.629999999999999,0.0,87.74000000000001,78.79999999999998,2.78,4.08,0.0,15.48,66.36,9.53,210.41999999999996,9.94,0.0,0.0
user_15245,0.0,0.0,0.0,2502.339999999999,539.6800000000002,90.39,24.290000000000003,0.0,473.26,558.59,52.19,366.84000000000015,0.0,265.24,390.57000000000005
user_15246,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.94,2.55,0.0,13.879999999999999,0.0,0.0,0.0
user_15247,0.0,187.37,0.0,269.73,0.0,266.01,0.0,246.98,170.82,175.94,0.0,1318.99,171.60999999999999,0.0,0.0
user_15248,0.0,6.98,2.35,20.26,91.75,7.69,0.0,0.0,33.29,4.36,0.0,78.4,0.0,6.63,0.0
user_1525,0.0,0.0,0.0,0.0,52.72,0.0,0.0,0.0,0.0,55.32,0.0,62.269999999999996,0.0,39.18,82.93
user_15250,0.0,52.96,0.0,0.0,26.53,9.95,0.0,0.0,0.0,10.17,0.0,54.900000000000006,0.0,16.02,5.62
user_15251,3.0,81.28,139.45000000000005,390.96000000000004,105.89,36.64,0.0,0.0,2.78,0.0,0.0,92.8,0.0,164.27,136.13
user_15252,0.0,30.63,0.0,30.33,284.15000000000003,47.23,0.0,0.0,30.97,70.36,0.0,60.74,0.0,28.1,566.22
user_15253,0.0,54.75,0.0,1401.69,193.63000000000002,65.5,16.73,302.99,221.37999999999997,384.71000000000004,0.0,1156.7099999999996,0.0,235.27000000000007,80.04
user_15254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.2,0.0,0.0,0.0
user_15255,0.0,0.0,0.0,0.0,0.0,22.04,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,7.19
user_15256,0.0,91.28999999999999,0.0,3704.15,454.47,52.9,249.4,148.44,99.02,2423.76,0.0,1780.5800000000002,0.0,607.1099999999999,3531.6300000000006
user_15257,0.0,0.0,0.0,105.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_1526,0.0,0.0,0.0,0.0,187.23,42.55,0.0,0.0,133.62,1067.2800000000002,0.0,10.98,0.0,411.04,0.0
user_15261,0.0,12.59,0.0,10.0,315.42999999999995,0.0,228.9,5.05,44.5,68.63,0.0,343.51,0.0,0.0,17.0
user_15262,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15264,0.0,33.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.7,0.0,0.0,0.0,0.0,0.0
user_15265,0.0,256.45,0.0,161.51999999999998,0.0,352.24999999999994,0.0,24.62,0.0,292.55,0.0,152.4,0.0,0.0,0.0
user_15266,0.0,0.0,0.0,0.0,93.28,0.0,0.0,0.0,5.86,64.59,0.0,27.63,0.0,95.36,0.0
user_15267,0.0,0.0,0.0,1211.63,76.02,79.72999999999999,0.0,0.0,0.0,35.75,0.0,43.54,0.0,23.740000000000002,6.890000000000001
user_15268,21.84,0.0,0.0,146.22,426.19000000000005,60.98,0.0,350.56,157.3,322.34000000000003,0.0,88.53999999999999,0.0,226.21,550.12
user_15269,0.0,14.37,0.0,922.58,1387.9399999999996,130.76999999999998,114.86,0.0,0.0,265.71999999999997,0.0,230.63,0.0,49.39,608.3
user_1527,0.0,0.0,0.0,321.87,0.0,0.0,11.9,0.0,0.0,107.85,0.0,233.92000000000002,0.0,0.0,96.16999999999999
user_15270,0.0,20.99,0.0,268.05,627.3999999999997,10.7,10.13,0.0,16.490000000000002,0.0,0.0,82.91,0.0,45.71,132.27
user_15271,0.0,0.0,0.0,176.13,537.0799999999998,147.26000000000002,0.0,2322.09,4.58,7.23,0.0,107.25000000000037,0.0,62.72000000000001,635.5699999999999
user_15272,0.0,0.0,0.0,1178.49,108.39,291.11,27.77,0.0,36.04,0.0,283.34,36.4,0.0,21.630000000000003,15.32
user_15273,0.0,230.07999999999996,0.0,433.22999999999996,1431.4699999999996,1042.7500000000005,373.96,0.0,41.83,565.4999999999999,0.0,2054.16,0.0,313.16999999999996,357.7
user_15274,0.0,0.0,0.0,72.28999999999999,90.34,0.0,0.0,0.0,0.0,54.81,0.0,43.629999999999995,0.0,0.0,0.0
user_15276,0.0,7.14,0.0,389.77,949.8000000000002,60.38,7.08,4.26,5.11,15.81,0.0,408.18999999999994,0.0,72.11,15.09
user_15277,0.0,0.0,0.0,0.0,26.13,0.0,0.0,401.69000000000005,46.71,25.52,0.0,103.69,0.0,0.0,0.0
user_15278,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,81.03,0.0,246.22,0.0
user_15279,0.0,45.0,0.0,633.8900000000001,144.55,272.28999999999996,6.49,10.79,58.03,110.93,0.0,27.97,0.0,13.360000000000001,30.6
user_1528,0.0,0.0,0.0,352.5,518.08,97.35999999999999,43.650000000000006,14.41,92.99999999999999,226.07000000000002,75.32,356.91,0.67,123.13,18.85
user_15281,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15283,0.0,0.0,14.81,0.0,132.20000000000002,54.83,60.94,24.41,29.79,306.45,15.31,140.67999999999998,0.0,0.0,0.0
user_15284,0.0,3.82,0.0,0.0,656.9599999999999,71.83,0.0,38.28,154.55,39.95,0.0,1413.2000000000003,0.0,0.0,0.0
user_15285,0.0,0.0,0.0,795.32,3688.25,495.61,8.9,0.0,21.69,1949.58,27.23,320.12999999999994,0.0,135.01999999999998,1021.63
user_15286,0.0,0.0,0.0,599.99,45.040000000000006,80.85,68.56,28.32,3.49,96.05,0.0,360.63999999999993,0.0,97.82000000000001,0.0
user_15287,0.0,0.0,1.99,0.0,18.25,0.0,17.51,2.98,0.0,9.34,0.0,206.31999999999994,0.0,0.0,0.0
user_15288,0.0,12.31,0.0,51.34,383.85,0.0,0.0,0.0,0.0,29.98,0.0,107.79,0.0,0.0,81.45
user_1529,0.0,0.0,0.0,173.44,238.6,0.0,6.63,44.11,61.589999999999996,39.059999999999995,0.0,90.44000000000001,21.11,107.84,24.299999999999997
user_15290,0.0,146.33999999999997,0.0,89.64,449.67999999999995,95.28,84.07000000000001,176.65,262.56999999999994,926.94,74.75,767.1300000000001,0.0,0.0,32.5
user_15291,0.0,0.0,0.0,42.55,17.02,0.0,11.49,0.0,0.0,32.17,0.0,935.3000000000001,0.0,0.0,0.0
user_15292,0.0,127.31,0.0,8540.25,933.53,1049.85,6.32,243.38,246.89000000000001,1300.74,0.0,420.47999999999996,0.0,408.32000000000005,595.07
user_15294,0.0,0.0,0.0,194.33,173.79999999999998,80.28999999999999,3.16,0.0,51.919999999999995,0.0,0.0,148.68000000000004,0.0,0.0,0.0
user_15295,0.0,16.08,0.0,47.019999999999996,55.40999999999999,8.5,1.01,0.0,18.31,22.59,0.0,48.7,0.0,56.220000000000006,55.48
user_15296,0.0,37.79,0.0,582.8599999999998,410.6200000000001,40.85,0.0,125.00999999999999,10.54,242.47000000000003,0.0,172.19,0.0,44.5,123.66
user_15297,0.0,13.08,0.0,252.74,151.07,20.28,0.0,0.0,32.34,275.90999999999997,0.0,128.97000000000003,21.5,197.88000000000002,0.0
user_15299,0.0,0.0,0.0,51.08,28.09,41.69,47.75,0.0,0.0,1417.1999999999998,0.0,47.53,0.0,0.0,0.0
user_153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11,0.0,4.67,0.0,0.0,0.0
user_1530,0.0,11.64,0.0,136.16,73.48,4.46,19.2,0.0,128.28,108.91999999999999,0.0,382.88000000000005,15.1,0.0,5.11
user_15301,0.0,0.0,0.0,357.98999999999995,382.7299999999999,13.34,31.63,0.0,49.71,88.78000000000002,0.0,183.35,0.0,82.97,3.76
user_15304,0.0,0.0,0.0,562.79,154.2,14.72,36.94,39.06,33.2,53.25999999999999,0.0,351.53,0.0,32.33,6.81
user_15305,0.0,0.0,0.0,503.32,52.160000000000004,166.13,0.0,0.0,52.769999999999996,33.68,29.95,8.73,0.0,23.4,0.0
user_15306,0.0,0.0,0.0,3.98,57.86,11.34,17.94,0.0,43.47,9.92,0.0,19.71,0.0,75.75,0.0
user_15307,0.0,16.73,0.0,0.0,128.77,98.53999999999999,62.27,59.21,0.0,124.47000000000001,0.0,320.8600000000001,0.0,7.709999999999999,3.71
user_15308,0.0,0.0,0.0,73.32,7.23,0.0,0.0,0.0,0.0,0.0,0.0,35.23,0.0,0.0,0.0
user_15309,0.0,4.78,0.0,383.37,29.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15310,100.0,2.64,26.11,509.99,261.96999999999997,1268.58,98.73,581.9899999999999,76.0,1150.42,1379.44,193.1,552.09,613.16,3969.3
user_15311,0.0,16.55,0.0,0.0,199.36,28.72,1.53,0.0,52.62,13.4,0.0,122.12,0.0,9.8,0.0
user_15312,0.0,0.0,0.0,523.99,11.74,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,0.0,8.56,0.0
user_15314,0.0,0.0,0.0,136.17000000000002,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0
user_15315,0.0,0.0,0.0,0.0,3.82,0.0,80.18,0.0,0.0,0.0,9.54,6.87,0.0,0.0,0.0
user_15316,0.0,0.0,0.0,159.71999999999997,206.37,0.0,0.0,2.96,60.51,37.239999999999995,0.0,64.42,33.32,23.700000000000003,280.52
user_15318,0.0,84.80000000000001,0.0,5331.11,1288.74,925.8799999999999,104.41,796.75,71.11999999999999,317.68,46.81,709.4399999999998,67.2,144.24999999999997,1442.1200000000001
user_15319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.0,0.0,0.0
user_1532,0.0,0.0,0.0,2.91,12.59,88.57,0.0,9.92,1.29,0.0,0.0,0.0,3.31,0.0,12.08
user_15320,0.0,0.0,0.0,160.21,7.489999999999999,0.0,0.0,0.0,33.47,250.10999999999999,0.0,47.5,0.0,0.0,0.0
user_15321,0.0,0.0,0.0,79.59,1.29,0.0,0.0,0.0,7.99,0.98,0.0,1.43,0.0,67.48,106.75999999999999
user_15322,0.0,0.0,0.0,95.11,117.13,56.11,0.95,0.0,0.0,146.17000000000002,0.0,48.580000000000005,0.0,113.09,131.34
user_15323,0.0,0.0,0.0,44.04,0.0,121.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_15324,0.0,52.59,3.92,336.06000000000006,549.26,86.41,99.04,20.509999999999998,0.0,2366.77,0.0,166.01,0.0,99.33,166.01
user_15326,0.0,0.0,0.0,0.0,12.42,0.0,0.0,0.0,0.0,2314.31,0.0,155.08,0.0,0.0,0.0
